"shared name","IDs","cor"," p_value","Af-T","Af-L","Af-F","Af-B","Ah-L","Ahv-T","Ah-T","Ah-F","Ahv-F","Ahv-T.1","Ahv-L","Aj-B","Aj-L","Aj-T","Aj-F"
"295","359.0962_2.1783","0.0394710061868601","0.888927466719973","2.788256e-03","1.116453e-04","1.740608e-05","1.260199e-03","3.843685e-04","1.066277e-03","1.837129e-03","9.862061e-06","2.832964e-04","1.602805e-03","2.698901e-04","1.429092e-03","1.009951e-04","8.192423e-04","1.566502e-04"
"296","453.1012_0.824","0.206462536896967","0.460352459904652","2.683046e-03","3.263201e-04","2.434529e-04","1.437291e-03","2.345418e-03","3.297215e-04","2.975811e-03","7.999144e-04","6.156871e-05","3.393501e-03","4.269119e-04","2.720113e-04","3.243848e-04","1.108289e-03","4.328233e-04"
"297","325.1419_9.6392","0.142961273228903","0.611259892939504","0.0026182099","0.0016810568","0.0010952373","0.0012499871","0.0013714258","0.0015401192","0.0034194699","0.0006881782","0.0028337588","0.0038035855","0.0015977319","0.0021249744","0.0025163133","0.0051879419","0.0010098275"
"298","174.9529_26.0689","0.00232664808030429","0.993434096611209","0.008288089","0.004514691","0.001668908","0.004577977","0.010252286","0.006154732","0.002413664","0.019071304","0.009053723","0.002852296","0.013425668","0.003264255","0.008056473","0.003947095","0.002073084"
"299","329.1378_6.3285","0.359100138888959","0.188678344738845","2.057262e-03","1.213595e-04","3.522933e-05","4.514318e-04","2.630782e-03","9.399460e-04","3.826677e-03","6.562756e-04","4.239571e-04","2.938371e-03","2.540483e-03","2.463782e-03","1.050834e-03","1.613367e-03","1.288513e-04"
"300","597.2182_4.6442","0.148383127744553","0.597661794764646","3.066517e-03","2.917998e-04","8.385405e-05","4.750528e-03","1.020272e-04","2.360578e-03","7.180326e-03","1.234512e-05","4.589380e-05","1.014787e-03","1.747521e-05","8.758898e-03","1.286495e-04","1.429650e-03","1.079205e-04"
"301","585.343_16.2301","-0.0882193377487775","0.754553819416366","0.0019501580","0.0010744754","0.0015179528","0.0022222693","0.0008441304","0.0010883757","0.0023024621","0.0001143828","0.0002618860","0.0015569083","0.0007734048","0.0010997138","0.0010154193","0.0029196078","0.0002026932"
"302","387.1636_3.5935","0.441027897832043","0.0998564532548968","5.532149e-05","4.405966e-05","5.246747e-07","1.497511e-04","2.788590e-03","1.346303e-03","4.104056e-03","1.178454e-05","1.372929e-03","3.713221e-03","1.048919e-03","1.953267e-04","1.081817e-04","2.063679e-03","3.741753e-04"
"303","741.2875_7.0351","0.591255580596547","0.020267330064075","3.955597e-06","1.002811e-05","5.246747e-07","6.243550e-06","3.394942e-03","2.623850e-03","3.204754e-03","5.256262e-07","7.426787e-05","2.170979e-03","9.766492e-05","7.232654e-04","3.499131e-04","1.496746e-03","6.439996e-05"
"304","489.1759_4.8044","0.227641399545211","0.414522438652019","7.535911e-04","3.200992e-03","1.467513e-04","1.760039e-03","2.742309e-05","3.686257e-04","2.105902e-03","2.531100e-05","1.099437e-04","1.998779e-03","1.483720e-04","4.240645e-03","9.672377e-04","3.764114e-03","1.214067e-03"
"305","531.3308_7.5993","0.362481518448092","0.184246832310162","4.087948e-06","2.466484e-07","5.246747e-07","7.876795e-06","9.660820e-06","7.326484e-04","1.418409e-03","7.116978e-06","5.544331e-06","2.168488e-03","2.868456e-07","1.056016e-04","6.318636e-06","1.467307e-05","1.807972e-07"
"306","491.1387_3.7494","0.231879168501318","0.405647639413926","8.129029e-05","1.135637e-04","3.450785e-05","1.203780e-04","5.116853e-04","1.292662e-04","1.776933e-03","1.726223e-05","2.809610e-05","9.563929e-05","8.388861e-05","3.531943e-04","5.459938e-05","4.064059e-04","2.127894e-05"
"307","499.1776_3.6639","0.135519881651889","0.63011581556178","6.568231e-04","2.649794e-03","6.378732e-05","7.297459e-04","6.499360e-04","2.599566e-03","2.537237e-03","3.062298e-05","3.014815e-05","1.316778e-03","2.938072e-03","1.588307e-03","1.072728e-03","1.802244e-03","6.723775e-04"
"308","477.0676_4.4147","-0.672382978281052","0.00602869251918347","2.000394e-03","7.213983e-04","6.030217e-03","1.188546e-03","6.390196e-04","3.137419e-05","1.425987e-03","7.468314e-04","5.608185e-03","5.138304e-04","2.144780e-03","1.232695e-04","2.086227e-03","1.067344e-03","2.037395e-04"
"309","505.2076_6.7248","0.37294913679134","0.170959974984805","8.411599e-05","1.105700e-05","3.877346e-05","1.275010e-04","2.297813e-03","1.326211e-04","4.018559e-03","3.810790e-05","1.153618e-04","4.816779e-04","3.889850e-04","7.241664e-04","3.407222e-04","1.236604e-03","8.559207e-04"
"310","167.0315_4.6157","0.561883004763824","0.0292649848182397","3.755532e-04","1.398983e-03","9.307602e-04","9.252202e-05","9.982083e-04","6.680782e-04","1.859731e-03","4.995093e-03","1.817180e-04","1.352066e-03","2.101857e-03","2.563004e-03","3.180970e-04","1.603324e-03","2.773292e-03"
"311","463.1805_3.2034","0.328016540204291","0.23264602718644","0.0006600503","0.0011369645","0.0002304382","0.0011543771","0.0007880575","0.0009442483","0.0014745214","0.0000116300","0.0000838239","0.0008293394","0.0003855920","0.0048857575","0.0002006222","0.0018508404","0.0001441060"
"312","515.4119_20.5374","0.179107136966528","0.523020055448283","1.185185e-05","1.510228e-05","2.142771e-05","4.445229e-05","2.572132e-07","2.617276e-05","2.338943e-03","1.587391e-05","2.068202e-07","1.244879e-04","2.274112e-05","1.076000e-05","9.824019e-06","9.185951e-04","1.807972e-07"
"313","329.0852_1.9311","0.13695896208128","0.626452278453599","9.429616e-04","8.430760e-04","1.753869e-04","8.596956e-04","2.724203e-03","5.404394e-04","9.858378e-04","1.385025e-05","8.928953e-05","3.178152e-04","7.783739e-04","6.734367e-04","2.199036e-04","6.963134e-04","9.926944e-05"
"314","179.0671_4.3447","0.242518096455614","0.383813563185982","4.649281e-05","3.033035e-06","1.237577e-05","1.256070e-05","4.190738e-04","5.905192e-05","2.957540e-03","2.289785e-05","2.068202e-07","4.225228e-04","5.389728e-05","1.378988e-04","2.006525e-05","7.278120e-04","1.681955e-04"
"315","343.1165_5.6656","0.297175849433206","0.282085491664903","3.078150e-05","1.647640e-05","9.499615e-04","2.497928e-05","2.854164e-03","2.937067e-05","1.634906e-03","5.972361e-04","6.292497e-04","2.732549e-03","2.369006e-03","5.116295e-05","1.203427e-03","1.059913e-03","9.846452e-04"
"316","497.3619_19.5259","0.0716759343552172","0.799617343088685","1.590457e-05","2.466484e-07","2.680300e-05","1.531612e-05","1.983886e-05","4.114317e-06","1.977991e-03","1.154801e-05","2.068202e-07","4.467330e-06","2.868456e-07","3.518279e-06","7.761590e-06","4.448921e-06","1.807972e-07"
"317","293.1771_22.9571","-0.243551029695872","0.381728034560687","4.660176e-04","6.153100e-04","4.808108e-03","1.562749e-04","1.024613e-03","1.493275e-04","3.573109e-03","2.709630e-03","3.044961e-03","1.012143e-04","9.175031e-04","2.343894e-04","2.885344e-04","7.189617e-05","1.040472e-03"
"318","441.1971_4.9439","-0.113136765445329","0.688084196766242","4.608095e-04","1.160189e-03","9.867329e-05","4.261739e-04","1.677136e-03","1.375891e-04","2.352036e-03","2.803217e-05","9.191915e-05","7.850471e-04","3.053333e-03","1.816675e-04","1.468095e-03","5.936391e-04","1.376308e-04"
"319","471.2116_6.4579","0.107043723877001","0.704163565027596","1.161063e-05","1.655533e-05","5.246747e-07","2.416936e-07","1.572283e-04","5.201278e-06","1.310242e-03","2.528919e-05","2.068202e-07","5.291223e-06","1.315359e-05","2.182555e-07","1.052685e-05","5.406952e-06","3.540732e-06"
"320","551.2131_4.6612","0.225801326452268","0.418407102864178","1.138692e-03","4.030562e-05","6.846007e-05","1.757692e-03","1.046215e-05","1.101076e-03","3.539867e-03","5.256262e-07","9.307837e-06","1.237263e-03","4.203751e-05","3.467903e-03","1.857743e-04","7.623460e-04","6.681071e-05"
"321","327.1208_7.7985","0.422238397299483","0.116921504218456","6.074862e-06","2.466484e-07","1.473219e-05","3.011170e-05","2.769357e-04","7.546469e-04","1.733855e-03","1.040280e-04","3.580780e-05","1.027941e-03","1.075515e-04","3.524892e-04","2.876345e-04","3.781571e-04","7.385113e-06"
"322","553.2616_20.3535","0.306257682517004","0.266923562757552","8.794959e-06","1.091419e-05","3.861081e-05","2.416936e-07","4.831326e-04","7.826576e-05","1.888420e-05","2.678646e-02","3.180610e-03","4.629053e-05","3.149852e-05","2.743874e-04","3.987325e-05","5.722923e-04","6.359724e-03"
"323","1003.73_17.3231","0.344017544510476","0.209281724929755","2.134699e-07","2.466484e-07","5.246747e-07","2.416936e-07","2.486480e-05","9.314944e-06","8.230210e-06","1.743006e-02","2.461439e-04","1.830873e-07","2.868456e-07","7.253722e-06","1.062447e-03","4.825860e-04","6.265931e-03"
"324","487.3422_14.7654","0.397365168733763","0.142464907242756","3.016991e-05","2.025957e-05","3.987783e-05","1.550763e-04","1.019275e-03","1.214078e-04","1.418596e-04","2.040820e-02","3.015468e-03","3.583341e-04","4.632964e-05","4.041738e-04","1.744659e-03","2.721558e-03","1.900499e-02"
"325","907.6854_20.2459","0.252751337527437","0.363423843921516","2.134699e-07","1.060465e-05","5.246747e-07","2.416936e-07","3.846752e-05","2.339469e-05","1.833417e-07","1.760582e-02","1.506484e-03","8.037532e-06","2.687456e-05","5.144938e-05","1.794181e-05","8.658381e-06","6.248923e-04"
"326","547.3634_17.285","0.324195369293501","0.238456332258844","4.048456e-05","2.112050e-05","6.564729e-05","3.700423e-05","5.459407e-04","4.558761e-05","3.160811e-05","1.461331e-02","1.333821e-03","8.292939e-05","5.501931e-05","5.711437e-05","2.719437e-03","1.654284e-03","4.911051e-03"
"327","299.0887_9.5983","0.267817856017857","0.33451722225625","2.134699e-07","2.466484e-07","5.246747e-07","2.416936e-07","2.572132e-07","1.626212e-07","1.833417e-07","9.353139e-03","2.068202e-07","1.830873e-07","2.868456e-07","2.182555e-07","2.198751e-07","1.609595e-07","1.807972e-07"
"328","519.368_15.4897","0.339406346741963","0.215855225304914","3.713522e-05","1.671025e-04","2.427171e-05","2.803549e-04","1.921280e-04","8.408526e-05","5.176441e-05","1.397105e-02","7.631405e-03","2.425908e-04","3.593666e-04","6.785026e-04","3.346991e-03","7.607460e-03","1.816959e-02"
"329","499.3421_20.2652","0.25895080784709","0.351367693318753","2.499092e-05","1.200438e-05","1.501553e-04","2.325576e-05","3.026510e-05","6.803811e-04","1.072514e-04","1.210265e-02","2.829135e-03","2.046897e-04","4.002599e-04","2.329594e-04","3.243666e-04","4.438800e-04","2.001859e-03"
"330","515.3372_16.8422","0.331703565864577","0.227124140099034","2.176187e-04","2.028560e-05","6.765225e-05","4.823658e-04","6.797245e-05","2.562840e-04","6.906560e-05","2.003570e-02","5.040310e-04","3.622371e-04","3.115000e-05","2.780131e-04","2.539957e-04","4.775114e-04","5.087379e-03"
"331","521.385_13.6677","0.298581645622695","0.279705668281152","1.403906e-05","4.443617e-06","2.029914e-05","9.850773e-06","1.627369e-04","9.762071e-06","1.067091e-04","1.729508e-02","1.513052e-04","2.875564e-05","1.098235e-04","6.900017e-05","4.650273e-04","4.220484e-04","1.781798e-03"
"332","583.2739_20.7014","0.388944600661917","0.151902151807779","8.570815e-06","2.466484e-07","2.025244e-05","1.931414e-04","2.572132e-07","1.490261e-05","7.636183e-06","9.952361e-03","5.025730e-05","5.738375e-05","4.815564e-05","1.482359e-04","1.508504e-03","1.226504e-03","6.800644e-03"
"333","939.6752_17.039","0.267821004220703","0.33451132232945","2.134699e-07","2.466484e-07","5.246747e-07","2.416936e-07","2.572132e-07","1.626212e-07","1.833417e-07","1.148139e-02","2.068202e-07","1.830873e-07","2.868456e-07","2.182555e-07","2.198751e-07","1.609595e-07","1.807972e-07"
"334","563.3585_14.5333","0.284528390159225","0.304035702329942","1.550901e-05","4.851574e-06","3.414710e-05","1.150437e-05","1.911609e-05","6.097483e-06","8.325551e-05","7.405234e-03","3.305110e-05","7.987183e-06","9.393476e-06","8.163848e-06","6.393253e-05","9.252422e-05","4.298254e-04"
"335","617.4079_14.9837","0.267815282229441","0.334522045738686","2.134699e-07","2.466484e-07","5.246747e-07","2.416936e-07","2.572132e-07","1.626212e-07","1.833417e-07","8.122271e-03","2.068202e-07","1.830873e-07","2.868456e-07","2.182555e-07","2.198751e-07","1.609595e-07","1.807972e-07"
"336","549.3794_16.9416","0.25007683682323","0.368694261336484","4.990550e-04","2.063866e-03","3.481321e-04","6.976815e-04","3.850680e-04","1.248453e-04","4.659171e-05","7.830425e-03","5.353980e-04","5.135599e-05","5.677436e-05","4.824602e-04","8.702297e-03","2.625971e-03","2.005566e-02"
"337","623.417_18.5485","0.267812054618568","0.334528094591645","2.134699e-07","2.466484e-07","5.246747e-07","2.416936e-07","2.572132e-07","1.626212e-07","1.833417e-07","6.971741e-03","2.068202e-07","1.830873e-07","2.868456e-07","2.182555e-07","2.198751e-07","1.609595e-07","1.807972e-07"
"338","515.3367_16.2598","0.333703022614145","0.224164296874373","8.026467e-06","2.466484e-07","3.403092e-05","8.718215e-05","8.219544e-05","2.572143e-05","4.887060e-05","4.983238e-03","1.256467e-03","6.909324e-05","4.214106e-05","1.615372e-04","1.966522e-04","1.373689e-04","3.700655e-03"
"339","471.3467_21.4167","0.418615960334179","0.120428783191572","3.523760e-03","7.283157e-05","1.821775e-04","1.563493e-03","2.482700e-04","2.672744e-03","5.096625e-05","7.143737e-03","2.085530e-04","3.695963e-03","4.239171e-04","8.976882e-04","5.659234e-04","1.710041e-03","2.878955e-03"
"340","143.0321_2.6818","-0.262931589571592","0.343745299922235","1.451600e-03","3.228903e-04","4.798889e-03","9.668675e-04","7.373487e-04","4.124131e-05","1.754169e-04","3.118288e-03","3.465642e-04","7.368258e-04","8.189074e-04","2.951570e-04","6.110639e-04","1.235769e-04","3.688497e-04"
"341","295.1312_10.8271","0.190118609049871","0.497341648852364","0.0008136781","0.0007479180","0.0017588192","0.0007380647","0.0048900608","0.0070966649","0.0009178883","0.0031422809","0.0056440431","0.0070328046","0.0361580640","0.0295687939","0.0049740674","0.0128336870","0.0037863193"
"342","316.9915_4.5132","-0.205064532786165","0.463462329145771","1.283489e-03","2.470470e-04","1.528987e-02","2.348809e-04","6.790989e-05","4.016094e-06","2.405708e-04","1.041342e-02","2.726691e-03","1.830873e-07","6.850718e-04","1.085985e-05","2.711715e-04","4.156647e-04","8.726718e-06"
"343","830.4745_24.5934","-0.230139644801284","0.409278431084092","3.930296e-03","3.992770e-03","1.560185e-03","2.231867e-03","2.589100e-03","9.005335e-04","7.858026e-06","5.538124e-03","1.233945e-03","2.210762e-03","5.807385e-03","1.234799e-03","3.531056e-03","1.919070e-03","1.563604e-03"
"344","501.3577_19.2775","0.155956337585454","0.578873884350954","8.552243e-05","4.965898e-05","6.730002e-05","4.127470e-04","5.935967e-05","5.520552e-05","6.935153e-04","2.831444e-03","1.037609e-03","2.346996e-05","1.037790e-05","1.337103e-04","4.699315e-04","1.276173e-04","5.531046e-04"
"345","483.3465_20.6317","0.375448725840526","0.167883099835507","3.312578e-05","2.466484e-07","1.541654e-04","5.133419e-04","8.138483e-05","6.577948e-05","1.833417e-07","5.205112e-03","5.502820e-04","2.106799e-04","1.855635e-04","6.803468e-04","2.274529e-03","1.623116e-03","6.930279e-03"
"346","305.0279_4.2701","-0.461399874425868","0.0834136407120266","2.103197e-04","1.014395e-03","3.950962e-03","8.279937e-04","1.180582e-03","1.211623e-04","1.266525e-04","3.052305e-03","4.218110e-03","3.099841e-05","5.046152e-03","5.722264e-05","7.922517e-03","1.439497e-03","6.450843e-06"
"347","469.3318_15.695","0.384247027654778","0.157344371273924","8.813744e-06","1.261791e-05","6.562709e-05","5.773577e-05","3.634018e-04","4.636228e-05","5.298862e-05","5.230321e-03","2.366842e-04","7.142825e-05","4.632944e-05","3.793002e-05","3.311022e-04","1.168161e-03","1.283088e-03"
"348","219.0481_2.5207","-0.262190788902116","0.345156702047681","7.678589e-04","3.190595e-04","6.420257e-03","1.132301e-03","4.021829e-04","7.079991e-05","1.605619e-04","3.443003e-03","2.374177e-04","1.291909e-04","8.840951e-04","4.670354e-04","3.355250e-04","9.950848e-05","2.573525e-04"
"349","487.3418_15.511","0.327517278604991","0.23340012168142","1.475141e-05","2.009087e-05","3.379167e-05","2.887634e-05","2.435757e-04","4.135932e-05","6.265152e-05","8.472885e-03","4.746667e-04","8.024631e-05","4.120135e-05","5.247155e-05","3.800957e-04","4.719831e-04","1.914957e-03"
"350","633.0725_3.0431","-0.445425145397229","0.0961297356030339","1.650731e-03","2.442539e-04","3.414511e-03","1.251424e-03","1.850199e-05","3.783287e-05","1.833417e-07","1.041846e-03","2.518038e-02","1.830873e-07","3.528204e-04","6.676218e-06","5.866106e-03","1.066820e-05","7.188948e-06"
"351","663.0833_2.2125","-0.393348167434644","0.146916212337074","2.332532e-05","9.358456e-06","1.275604e-03","2.598013e-05","5.686727e-06","4.454196e-06","1.833417e-07","2.221795e-05","1.185827e-02","1.830873e-07","1.216211e-04","4.442809e-06","1.999930e-03","1.609595e-07","1.303548e-06"
"352","815.097_3.8967","-0.347724739927709","0.204090359288659","2.989912e-05","6.269802e-06","1.392467e-03","8.725109e-05","1.131481e-05","1.143553e-06","1.833417e-07","1.053473e-04","2.107348e-02","6.761322e-06","8.838287e-06","4.098839e-06","5.727748e-04","2.189050e-06","6.745362e-06"
"353","467.0363_4.0111","-0.39855003141771","0.141169512053236","3.990872e-04","3.162246e-04","2.217135e-03","1.062474e-03","1.485085e-05","1.141991e-05","6.244619e-06","1.027675e-03","2.103878e-02","3.724728e-06","2.999251e-04","2.182555e-07","2.414962e-03","1.931192e-06","4.557897e-06"
"354","935.0837_3.993","-0.344615113451149","0.208439296014694","1.184593e-04","9.503855e-05","4.470351e-04","4.917409e-04","8.238797e-06","1.899172e-06","1.833417e-07","3.703417e-04","1.876056e-02","1.830873e-07","8.432988e-05","4.803368e-06","7.558865e-04","1.609595e-07","1.807972e-07"
"355","801.0822_2.8734","-0.336552386675434","0.21998837813222","2.198537e-05","1.068727e-05","2.941560e-04","1.569752e-05","2.572132e-07","1.626212e-07","1.833417e-07","2.157681e-05","6.604197e-03","6.241446e-06","3.493378e-05","2.182555e-07","1.307579e-05","9.979491e-07","1.807972e-07"
"356","407.0421_3.8973","-0.352368207400096","0.197705043346731","2.269526e-05","1.369441e-05","5.810485e-04","6.347769e-05","8.818555e-06","1.626212e-07","6.061644e-06","4.575838e-06","1.019909e-02","2.045085e-06","1.400406e-04","5.832006e-06","4.128818e-04","1.380212e-05","8.838993e-06"
"357","629.1869_5.3258","-0.386200412885364","0.15506581306081","7.312410e-06","2.466484e-07","5.246747e-07","1.505026e-05","2.917113e-04","3.049204e-04","1.363410e-04","1.612223e-04","5.427502e-03","5.779201e-04","1.717993e-03","1.573970e-04","3.711110e-03","1.159280e-04","1.807972e-07"
"358","815.0982_1.8964","-0.470070946197564","0.0770363641756639","1.629489e-05","3.689686e-05","3.106896e-03","8.731983e-05","2.572132e-07","1.626212e-07","1.942506e-06","6.091809e-05","6.012554e-03","3.413480e-06","1.044871e-04","2.182555e-07","4.616836e-04","4.956668e-06","1.807972e-07"
"359","827.099_4.1197","-0.539444523361107","0.037954003587214","5.457440e-04","4.343712e-04","1.061364e-04","5.619609e-04","9.066766e-06","1.626212e-07","2.146932e-06","5.534506e-04","3.672993e-03","6.942304e-06","2.367934e-03","2.745655e-06","1.293237e-03","9.645500e-06","2.699664e-06"
"360","967.1072_3.876","-0.521755728216718","0.0460582236204199","4.614792e-05","4.564043e-05","5.726476e-03","5.300773e-05","4.227299e-06","1.392688e-05","5.657742e-06","5.912665e-05","3.684978e-03","4.002655e-06","7.740242e-06","2.182555e-07","1.976603e-03","1.637119e-06","1.807972e-07"
"361","468.0441_4.2809","-0.650223746906762","0.00868080426763258","3.369590e-04","7.358588e-04","1.154534e-03","1.135940e-03","1.111688e-05","4.504120e-06","2.161489e-05","2.975823e-04","4.504738e-03","3.013068e-06","1.278698e-03","1.357877e-05","2.179108e-03","3.264646e-05","8.675372e-06"
"362","316.0317_3.0683","-0.44294864192408","0.0982163677312047","4.436847e-04","2.341581e-05","4.406362e-04","4.280908e-04","7.016777e-06","1.626212e-07","1.833417e-07","3.489743e-04","5.247127e-03","6.366861e-06","1.667218e-05","6.747260e-06","1.506918e-03","3.714946e-06","1.807972e-07"
"363","469.3311_18.4334","0.0505893172334149","0.857900854605633","4.737964e-06","2.466484e-07","1.784156e-05","4.602572e-05","1.024995e-05","3.658756e-05","4.004000e-05","1.102111e-03","4.408643e-03","7.796867e-05","1.879126e-05","2.499022e-03","2.544536e-04","1.042753e-03","1.690482e-03"
"364","533.3846_17.3675","-0.0253935869238156","0.928422113182532","7.886650e-05","7.209779e-05","1.683156e-05","1.994175e-04","6.074126e-04","1.786991e-04","1.168437e-05","4.963743e-04","3.398915e-03","1.660867e-04","3.399440e-04","7.847184e-04","3.474560e-03","1.463524e-03","3.324991e-03"
"365","482.0405_3.2564","-0.473666281416699","0.0744973020079565","6.160100e-05","6.161856e-05","4.128893e-03","8.524340e-05","9.121424e-06","5.493508e-06","3.823317e-06","6.998641e-04","5.308287e-03","1.107999e-05","2.584880e-05","6.113883e-06","6.056092e-04","5.021615e-06","1.807972e-07"
"366","469.0505_4.8565","-0.638293286599795","0.010445059745087","1.555776e-03","1.154422e-03","3.517013e-03","2.242655e-03","1.462040e-04","5.737814e-05","2.713292e-05","2.609748e-03","2.006203e-03","7.916420e-06","2.559867e-03","5.777715e-05","5.821427e-03","9.104128e-05","1.404469e-05"
"367","967.0512_5.3121","-0.425430322666566","0.113889981955084","2.050165e-05","2.466484e-07","8.151483e-04","1.474935e-05","2.572132e-07","7.731095e-06","6.449962e-06","5.256262e-07","3.122167e-03","1.830873e-07","2.972237e-04","2.182555e-07","9.361579e-05","1.609595e-07","1.807972e-07"
"368","558.0456_4.5496","-0.499643790160502","0.0579057020176479","4.174382e-05","6.360914e-05","3.867163e-03","3.718423e-04","7.813109e-06","4.083094e-06","7.709794e-06","1.064553e-04","6.392450e-03","1.204971e-05","9.951821e-06","8.819924e-06","8.112746e-04","1.283363e-05","8.417194e-06"
"369","325.0179_4.3881","-0.375981035596339","0.167232602748981","6.625105e-05","6.464440e-05","1.445284e-03","4.608571e-05","1.332628e-04","2.233603e-06","2.738271e-05","2.118487e-03","2.649754e-03","1.830873e-07","1.127088e-03","1.039169e-05","2.175323e-03","6.774851e-05","7.034005e-06"
"370","378.0404_2.8104","-0.362797538730743","0.183836158826593","1.461500e-05","9.020918e-06","3.067303e-04","1.057132e-05","2.297493e-05","2.519003e-06","5.198288e-06","2.853309e-05","2.397970e-03","6.304153e-06","1.580720e-05","2.182555e-07","2.772097e-05","1.332745e-06","1.807972e-07"
"371","635.0891_3.8617","-0.510322269221176","0.0519356903199771","8.572733e-04","3.052762e-03","6.754711e-03","1.583844e-03","2.475068e-04","1.417282e-04","1.140991e-05","2.257436e-03","2.114512e-03","1.830873e-07","4.635049e-03","5.555891e-05","1.388157e-02","8.722240e-04","1.607106e-05"
"372","951.0805_1.7919","-0.467133160628085","0.0791565483213377","5.874477e-06","4.123221e-06","3.991636e-03","1.280227e-05","2.572132e-07","1.626212e-07","1.833417e-07","5.256262e-07","5.338536e-03","1.078842e-06","7.301942e-06","2.182555e-07","3.953145e-05","1.609595e-07","1.039493e-06"
"373","559.0562_4.7062","-0.40766399578864","0.131470664135868","6.726542e-05","1.120228e-05","1.800327e-04","4.228208e-05","1.102081e-05","1.626212e-07","6.142198e-05","8.205813e-05","2.009137e-03","1.830873e-07","4.024759e-05","1.063996e-05","4.977479e-04","8.136536e-06","7.342626e-06"
"374","345.0805_1.4034","-0.421170128187264","0.11794839662899","1.353271e-04","3.393719e-04","2.305284e-03","8.089792e-05","5.340444e-04","6.816919e-06","4.137736e-06","5.402006e-04","4.685871e-03","6.820002e-06","1.444093e-04","6.931141e-06","5.400709e-05","4.924108e-05","2.329199e-04"
"375","501.3584_18.71","0.328254647686773","0.232286920561732","3.963125e-05","1.385177e-05","4.779346e-05","8.973481e-05","5.700259e-04","7.543967e-05","1.139233e-04","2.794131e-03","3.286282e-03","2.239060e-04","6.920783e-04","8.923798e-04","1.747219e-03","4.226975e-03","1.147282e-02"
"376","487.3773_17.3809","0.0787769810663449","0.780193943102545","1.769665e-05","2.839169e-05","5.246747e-07","1.840174e-04","2.883329e-04","1.538505e-05","4.242527e-06","4.097256e-05","2.254325e-03","6.824366e-05","1.329857e-04","5.220966e-04","1.960826e-03","2.416659e-03","2.404128e-03"
"377","453.335_20.4272","0.348251491671265","0.203359468044271","1.290959e-05","7.448781e-06","4.283523e-05","1.157522e-04","6.074477e-04","6.375451e-05","2.371983e-05","1.526346e-03","1.780794e-03","2.162630e-04","2.801148e-04","3.389841e-04","1.431066e-03","3.144790e-03","4.776154e-03"
"378","685.0655_2.239","-0.394069309186166","0.146110310500724","1.400213e-05","2.466484e-07","1.003584e-04","3.361958e-05","3.778205e-06","1.626212e-07","1.833417e-07","1.069334e-05","1.605879e-03","1.830873e-07","1.413719e-05","2.182555e-07","3.522913e-04","1.093881e-06","1.226166e-06"
"379","327.1219_6.9756","-0.357387785838916","0.190948597613452","2.386217e-04","1.218526e-04","2.828464e-03","9.303101e-05","8.226965e-04","5.595711e-05","1.633324e-04","9.666244e-04","1.293911e-03","3.151760e-04","1.232714e-03","1.054106e-04","3.337296e-03","1.137533e-03","3.154699e-04"
"380","485.3272_13.3647","0.0772778515625865","0.784284851886019","2.134699e-07","9.285448e-06","1.972619e-05","3.916041e-05","1.669571e-05","3.663113e-05","4.668677e-05","6.910483e-04","1.176771e-03","5.123423e-05","4.673432e-05","1.147561e-04","3.772467e-04","1.419205e-04","1.220451e-03"
"381","325.1059_5.4831","0.0129991767287544","0.963326748576382","0.0021443591","0.0034690887","0.0043219737","0.0006424311","0.0009408090","0.0002237130","0.0021403349","0.0017151453","0.0025748992","0.0034770212","0.0033297127","0.0019718464","0.0013549520","0.0080987141","0.0018874665"
"382","400.032_2.8101","-0.378290303290288","0.164429887196104","1.396936e-05","5.188002e-06","2.599249e-04","4.325349e-06","2.572132e-07","1.444890e-06","5.357245e-06","2.643269e-05","1.484294e-03","3.614235e-06","1.287937e-05","2.182555e-07","1.530968e-05","1.609595e-07","1.807972e-07"
"383","663.1443_1.183","-0.493006116149373","0.0618600652485597","3.654604e-06","2.466484e-07","1.000501e-03","5.537080e-06","1.981553e-04","1.626212e-07","3.371288e-06","1.395695e-05","2.804496e-03","1.065293e-06","2.682582e-04","2.182555e-07","2.026641e-03","6.515300e-06","1.807972e-07"
"384","483.0762_2.7794","-0.276406346408367","0.318641816043371","1.128056e-03","1.098227e-03","1.286238e-03","7.285568e-04","7.790675e-04","1.110329e-04","7.021498e-05","8.960508e-04","1.073405e-03","7.158256e-06","3.211876e-03","5.551698e-05","2.774668e-02","8.734102e-04","7.025059e-05"
"385","927.1132_3.4988","-0.318648546305847","0.247049235608427","2.134699e-07","2.466484e-07","5.246747e-07","2.416936e-07","2.572132e-07","1.626212e-07","1.833417e-07","5.256262e-07","1.441532e-03","1.830873e-07","2.868456e-07","2.182555e-07","2.198751e-07","1.609595e-07","1.807972e-07"
"386","499.3424_20.4201","0.348782037257037","0.202625007296688","1.559292e-05","9.414360e-05","8.281287e-05","8.254503e-05","1.246543e-03","1.811422e-04","3.264795e-05","1.088890e-03","1.530866e-03","4.883499e-04","4.165836e-04","3.774900e-04","2.372411e-03","3.287551e-03","6.253186e-03"
"387","794.0652_2.0743","-0.318626941720943","0.247083071972371","2.134699e-07","2.466484e-07","5.246747e-07","2.416936e-07","2.572132e-07","1.626212e-07","1.833417e-07","5.256262e-07","2.122501e-03","1.830873e-07","2.868456e-07","2.182555e-07","2.198751e-07","1.609595e-07","1.807972e-07"
