CLUSTERID1	interact	CLUSTERID2	DeltaMZ	MEH	Cosine	OtherScore	ComponentIndex	SharedMotifs	topX
328	motif_24	499	-428.371	328	0.9415	328	1	motif_24	motif_77,motif_24,motif_3,motif_53,motif_72
45	motif_95	199	-410.358	45	0.9369	45	1	motif_95	motif_77,motif_24,motif_3,motif_53,motif_72
249	motif_14	263	132.043	249	0.7185	249	1	motif_14	motif_77,motif_24,motif_3,motif_53,motif_72
45	motif_77	427	-15.996	45	0.9175	45	1	motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
79	motif_77	510	164.049	79	0.7387	79	1	motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
251	motif_81	423	-548.267	251	0.7477	251	1	motif_81	motif_77,motif_24,motif_3,motif_53,motif_72
240	motif_71	245	-362.178	240	0.8558	240	1	motif_71,motif_72	motif_77,motif_24,motif_3,motif_53,motif_72
240	motif_72	245	-362.178	240	0.8558	240	1	motif_71,motif_72	motif_77,motif_24,motif_3,motif_53,motif_72
63	motif_81	195	-132.043	63	0.7281	63	1	motif_81	motif_77,motif_24,motif_3,motif_53,motif_72
82	motif_53	178	30.013	82	0.8956	82	1	motif_53	motif_77,motif_24,motif_3,motif_53,motif_72
446	motif_2	493	-444.367	446	0.9101	446	1	motif_2	motif_77,motif_24,motif_3,motif_53,motif_72
79	motif_77	479	160.02	79	0.7782	79	1	motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
336	motif_77	469	14.015	336	0.8903	336	1	motif_77,motif_86	motif_77,motif_24,motif_3,motif_53,motif_72
336	motif_86	469	14.015	336	0.8903	336	1	motif_77,motif_86	motif_77,motif_24,motif_3,motif_53,motif_72
112	motif_77	427	2.015	112	0.8398	112	1	motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
214	motif_3	434	-15.996	214	0.7258	214	1	motif_3	motif_77,motif_24,motif_3,motif_53,motif_72
499	motif_24	516	2.017	499	0.8839	499	1	motif_24	motif_77,motif_24,motif_3,motif_53,motif_72
344	motif_77	446	-34.007	344	0.895	344	1	motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
199	motif_95	278	410.358	199	0.9614	199	1	motif_95	motif_77,motif_24,motif_3,motif_53,motif_72
326	motif_5	527	-458.381	326	0.8156	326	1	motif_5,motif_94	motif_77,motif_24,motif_3,motif_53,motif_72
326	motif_94	527	-458.381	326	0.8156	326	1	motif_5,motif_94	motif_77,motif_24,motif_3,motif_53,motif_72
199	motif_95	477	0	199	0.9679	199	1	motif_95	motif_77,motif_24,motif_3,motif_53,motif_72
45	motif_77	488	-18.012	45	0.9271	45	1	motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
240	motif_71	248	-14.016	240	0.9207	240	1	motif_71,motif_72	motif_77,motif_24,motif_3,motif_53,motif_72
240	motif_72	248	-14.016	240	0.9207	240	1	motif_71,motif_72	motif_77,motif_24,motif_3,motif_53,motif_72
181	motif_2	438	-424.376	181	0.7008	181	1	motif_2	motif_77,motif_24,motif_3,motif_53,motif_72
191	motif_77	446	-36.022	191	0.9019	191	1	motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
240	motif_72	274	96.066	240	0.8188	240	1	motif_72	motif_77,motif_24,motif_3,motif_53,motif_72
38	motif_13	424	-88.083	38	0.7968	38	1	motif_13	motif_77,motif_24,motif_3,motif_53,motif_72
90	motif_3	434	126.214	90	0.7419	90	1	motif_3	motif_77,motif_24,motif_3,motif_53,motif_72
90	motif_49	263	158.205	90	0.842	90	1	motif_49	motif_77,motif_24,motif_3,motif_53,motif_72
329	motif_77	446	-36.022	329	0.8914	329	1	motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
191	motif_77	344	-2.016	191	0.9396	191	1	motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
328	motif_77	364	-14.017	328	0.9288	328	1	motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
29	motif_53	187	60.023	29	0.753	29	1	motif_53	motif_77,motif_24,motif_3,motif_53,motif_72
245	motif_71	248	348.162	245	0.7801	245	1	motif_71,motif_72	motif_77,motif_24,motif_3,motif_53,motif_72
245	motif_72	248	348.162	245	0.7801	245	1	motif_71,motif_72	motif_77,motif_24,motif_3,motif_53,motif_72
112	motif_24	328	0	112	0.8295	112	1	motif_24,motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
112	motif_77	328	0	112	0.8295	112	1	motif_24,motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
248	motif_72	274	110.083	248	0.8143	248	1	motif_72	motif_77,motif_24,motif_3,motif_53,motif_72
7	motif_53	178	-86.036	7	0.8315	7	1	motif_53	motif_77,motif_24,motif_3,motif_53,motif_72
329	motif_67	466	-408.345	329	0.9501	329	1	motif_67	motif_77,motif_24,motif_3,motif_53,motif_72
132	motif_57	238	80.072	132	0.8619	132	1	motif_57	motif_77,motif_24,motif_3,motif_53,motif_72
29	motif_53	82	60.02	29	0.7455	29	1	motif_53	motif_77,motif_24,motif_3,motif_53,motif_72
344	motif_77	427	-15.996	344	0.9319	344	1	motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
195	motif_81	251	-46.006	195	0.8794	195	1	motif_81	motif_77,motif_24,motif_3,motif_53,motif_72
82	motif_3	214	156.227	82	0.7261	82	1	motif_3	motif_77,motif_24,motif_3,motif_53,motif_72
218	motif_14	263	-30.011	218	0.8506	218	1	motif_14,motif_49	motif_77,motif_24,motif_3,motif_53,motif_72
218	motif_49	263	-30.011	218	0.8506	218	1	motif_14,motif_49	motif_77,motif_24,motif_3,motif_53,motif_72
488	motif_24	515	-440.367	488	0.9451	488	1	motif_24	motif_77,motif_24,motif_3,motif_53,motif_72
79	motif_77	427	162.034	79	0.7967	79	1	motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
45	motif_95	477	-410.359	45	0.9455	45	1	motif_95	motif_77,motif_24,motif_3,motif_53,motif_72
45	motif_77	79	-178.03	45	0.7957	45	1	motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
12	motif_53	178	356.352	12	0.8252	12	1	motif_53	motif_77,motif_24,motif_3,motif_53,motif_72
79	motif_77	328	160.019	79	0.7982	79	1	motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
65	motif_49	263	46.005	65	0.7564	65	1	motif_49	motif_77,motif_24,motif_3,motif_53,motif_72
278	motif_95	477	-410.358	278	0.9725	278	1	motif_95	motif_77,motif_24,motif_3,motif_53,motif_72
90	motif_3	214	142.211	90	0.7602	90	1	motif_3	motif_77,motif_24,motif_3,motif_53,motif_72
7	motif_53	12	-442.388	7	0.9055	7	1	motif_53	motif_77,motif_24,motif_3,motif_53,motif_72
326	motif_77	344	46.006	326	0.7563	326	1	motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
325	motif_67	466	-0.001	325	0.9575	325	1	motif_67	motif_77,motif_24,motif_3,motif_53,motif_72
45	motif_95	278	0	45	0.9423	45	1	motif_95	motif_77,motif_24,motif_3,motif_53,motif_72
325	motif_67	329	408.343	325	0.9447	325	1	motif_67	motif_77,motif_24,motif_3,motif_53,motif_72
364	motif_77	446	-1.98	364	0.8814	364	1	motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
329	motif_77	488	-20.027	329	0.9385	329	1	motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
45	motif_77	364	-32.027	45	0.9166	45	1	motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
45	motif_77	329	2.015	45	0.9403	45	1	motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
82	motif_3	187	0.002	82	0.8327	82	1	motif_3,motif_30,motif_53	motif_77,motif_24,motif_3,motif_53,motif_72
82	motif_30	187	0.002	82	0.8327	82	1	motif_3,motif_30,motif_53	motif_77,motif_24,motif_3,motif_53,motif_72
82	motif_53	187	0.002	82	0.8327	82	1	motif_3,motif_30,motif_53	motif_77,motif_24,motif_3,motif_53,motif_72
491	motif_24	499	-0.001	491	0.9417	491	1	motif_24	motif_77,motif_24,motif_3,motif_53,motif_72
7	motif_53	82	-116.05	7	0.8885	7	1	motif_53	motif_77,motif_24,motif_3,motif_53,motif_72
493	motif_2	512	0.006	493	0.859	493	1	motif_2	motif_77,motif_24,motif_3,motif_53,motif_72
112	motif_77	472	-15.994	112	0.8012	112	1	motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
488	motif_24	499	-428.37	488	0.9673	488	1	motif_24	motif_77,motif_24,motif_3,motif_53,motif_72
16	motif_81	251	-132.044	16	0.8329	16	1	motif_81	motif_77,motif_24,motif_3,motif_53,motif_72
38	motif_57	132	-12.001	38	0.9249	38	1	motif_57	motif_77,motif_24,motif_3,motif_53,motif_72
472	motif_2	493	-444.369	472	0.8811	472	1	motif_2	motif_77,motif_24,motif_3,motif_53,motif_72
427	motif_77	488	-2.016	427	0.9301	427	1	motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
45	motif_77	326	-46.006	45	0.7438	45	1	motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
323	motif_5	527	-2.015	323	0.8112	323	1	motif_5	motif_77,motif_24,motif_3,motif_53,motif_72
38	motif_57	238	68.071	38	0.8618	38	1	motif_57	motif_77,motif_24,motif_3,motif_53,motif_72
323	motif_5	326	456.366	323	0.9062	323	1	motif_5	motif_77,motif_24,motif_3,motif_53,motif_72
364	motif_77	488	14.015	364	0.9501	364	1	motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
479	motif_24	499	-428.372	479	0.9083	479	1	motif_24	motif_77,motif_24,motif_3,motif_53,motif_72
446	motif_2	472	0.002	446	0.8817	446	1	motif_2,motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
446	motif_77	472	0.002	446	0.8817	446	1	motif_2,motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
82	motif_3	90	14.016	82	0.8337	82	1	motif_3	motif_77,motif_24,motif_3,motif_53,motif_72
82	motif_3	96	-1.976	82	0.7903	82	1	motif_3	motif_77,motif_24,motif_3,motif_53,motif_72
112	motif_24	499	-428.371	112	0.8579	112	1	motif_24	motif_77,motif_24,motif_3,motif_53,motif_72
96	motif_3	214	158.204	96	0.7614	96	1	motif_3	motif_77,motif_24,motif_3,motif_53,motif_72
251	motif_81	284	10.029	251	0.7429	251	1	motif_81	motif_77,motif_24,motif_3,motif_53,motif_72
488	motif_24	491	-428.369	488	0.9409	488	1	motif_24	motif_77,motif_24,motif_3,motif_53,motif_72
112	motif_77	191	20.026	112	0.8526	112	1	motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
329	motif_77	510	-15.996	329	0.8598	329	1	motif_77	motif_77,motif_24,motif_3,motif_53,motif_72
36	motif_57	38	-18.033	36	0.917	36	1	motif_57	motif_77,motif_24,motif_3,motif_53,motif_72
36	motif_57	132	-30.033	36	0.9159	36	1	motif_57	motif_77,motif_24,motif_3,motif_53,motif_72
247	cosine	273	0	247	0.8148	247	2	motif_78	motif_78,NA,NA,NA,NA
21	cosine	273	14.016	21	0.7168	21	2		motif_78,NA,NA,NA,NA
21	cosine	247	14.016	21	0.8116	21	2		motif_78,NA,NA,NA,NA
176	cosine	247	-9.984	176	0.7789	176	2		motif_78,NA,NA,NA,NA
21	cosine	176	23.999	21	0.7574	21	2		motif_78,NA,NA,NA,NA
247	motif_78	273	0	247	0.8148	247	2	motif_78	motif_78,NA,NA,NA,NA
64	cosine	233	21.984	64	0.7926	64	3	motif_49	motif_49,motif_39,NA,NA,NA
239	cosine	404	28.032	239	0.7535	239	3	motif_39	motif_49,motif_39,NA,NA,NA
233	cosine	239	-28.032	233	0.776	233	3	motif_39,motif_49	motif_49,motif_39,NA,NA,NA
64	cosine	72	-2.017	64	0.7664	64	3	motif_49	motif_49,motif_39,NA,NA,NA
72	cosine	233	24.001	72	0.7566	72	3	motif_39,motif_49	motif_49,motif_39,NA,NA,NA
64	cosine	239	-6.048	64	0.8111	64	3	motif_49	motif_49,motif_39,NA,NA,NA
72	cosine	239	-4.031	72	0.7558	72	3	motif_39,motif_49	motif_49,motif_39,NA,NA,NA
64	cosine	404	21.984	64	0.8453	64	3		motif_49,motif_39,NA,NA,NA
233	cosine	404	0	233	0.7398	233	3	motif_39	motif_49,motif_39,NA,NA,NA
64	motif_49	233	21.984	64	0.7926	64	3	motif_49	motif_49,motif_39,NA,NA,NA
239	motif_39	404	28.032	239	0.7535	239	3	motif_39	motif_49,motif_39,NA,NA,NA
233	motif_39	239	-28.032	233	0.776	233	3	motif_39,motif_49	motif_49,motif_39,NA,NA,NA
233	motif_49	239	-28.032	233	0.776	233	3	motif_39,motif_49	motif_49,motif_39,NA,NA,NA
64	motif_49	72	-2.017	64	0.7664	64	3	motif_49	motif_49,motif_39,NA,NA,NA
72	motif_39	233	24.001	72	0.7566	72	3	motif_39,motif_49	motif_49,motif_39,NA,NA,NA
72	motif_49	233	24.001	72	0.7566	72	3	motif_39,motif_49	motif_49,motif_39,NA,NA,NA
64	motif_49	239	-6.048	64	0.8111	64	3	motif_49	motif_49,motif_39,NA,NA,NA
72	motif_39	239	-4.031	72	0.7558	72	3	motif_39,motif_49	motif_49,motif_39,NA,NA,NA
72	motif_49	239	-4.031	72	0.7558	72	3	motif_39,motif_49	motif_49,motif_39,NA,NA,NA
233	motif_39	404	0	233	0.7398	233	3	motif_39	motif_49,motif_39,NA,NA,NA
77	cosine	312	-56.063	77	0.9111	77	4		motif_2,motif_52,motif_7,motif_78,NA
255	cosine	272	15.995	255	0.8257	255	4		motif_2,motif_52,motif_7,motif_78,NA
41	cosine	312	-84.096	41	0.8965	41	4		motif_2,motif_52,motif_7,motif_78,NA
393	cosine	494	68.135	393	0.7443	393	4	motif_52	motif_2,motif_52,motif_7,motif_78,NA
190	cosine	393	28.03	190	0.7774	190	4	motif_52	motif_2,motif_52,motif_7,motif_78,NA
19	cosine	69	29.973	19	0.7475	19	4		motif_2,motif_52,motif_7,motif_78,NA
41	cosine	69	-172.09	41	0.873	41	4	motif_2	motif_2,motif_52,motif_7,motif_78,NA
69	cosine	482	87.996	69	0.7435	69	4		motif_2,motif_52,motif_7,motif_78,NA
312	cosine	480	15.999	312	0.7431	312	4		motif_2,motif_52,motif_7,motif_78,NA
19	cosine	282	13.979	19	0.7397	19	4		motif_2,motif_52,motif_7,motif_78,NA
41	cosine	216	120.241	41	0.7601	41	4	motif_2	motif_2,motif_52,motif_7,motif_78,NA
77	cosine	482	-56.061	77	0.8432	77	4		motif_2,motif_52,motif_7,motif_78,NA
391	cosine	393	-204.335	391	0.8244	391	4	motif_52	motif_2,motif_52,motif_7,motif_78,NA
272	cosine	282	-15.994	272	0.796	272	4		motif_2,motif_52,motif_7,motif_78,NA
312	cosine	482	0.002	312	0.8054	312	4	motif_7	motif_2,motif_52,motif_7,motif_78,NA
19	cosine	389	0	19	0.7216	19	4	motif_7	motif_2,motif_52,motif_7,motif_78,NA
216	cosine	391	15.995	216	0.8446	216	4		motif_2,motif_52,motif_7,motif_78,NA
393	cosine	482	-15.996	393	0.8093	393	4		motif_2,motif_52,motif_7,motif_78,NA
19	cosine	255	13.978	19	0.769	19	4		motif_2,motif_52,motif_7,motif_78,NA
14	cosine	482	101.976	14	0.7396	14	4		motif_2,motif_52,motif_7,motif_78,NA
41	cosine	228	64.215	41	0.7575	41	4	motif_2	motif_2,motif_52,motif_7,motif_78,NA
41	cosine	482	-84.094	41	0.8446	41	4		motif_2,motif_52,motif_7,motif_78,NA
69	cosine	281	15.996	69	0.8653	69	4		motif_2,motif_52,motif_7,motif_78,NA
69	cosine	216	292.331	69	0.7361	69	4	motif_2	motif_2,motif_52,motif_7,motif_78,NA
41	cosine	255	-188.085	41	0.8428	41	4	motif_2	motif_2,motif_52,motif_7,motif_78,NA
14	cosine	41	186.07	14	0.7252	14	4	motif_2	motif_2,motif_52,motif_7,motif_78,NA
14	cosine	255	-2.015	14	0.7644	14	4	motif_2	motif_2,motif_52,motif_7,motif_78,NA
272	cosine	391	308.327	272	0.8162	272	4	motif_52	motif_2,motif_52,motif_7,motif_78,NA
77	cosine	255	-160.052	77	0.7735	77	4	motif_2	motif_2,motif_52,motif_7,motif_78,NA
77	cosine	282	-160.051	77	0.7381	77	4	motif_2	motif_2,motif_52,motif_7,motif_78,NA
41	cosine	282	-188.084	41	0.8243	41	4	motif_2	motif_2,motif_52,motif_7,motif_78,NA
393	cosine	480	0.001	393	0.7479	393	4	motif_78	motif_2,motif_52,motif_7,motif_78,NA
255	cosine	389	-13.978	255	0.7973	255	4		motif_2,motif_52,motif_7,motif_78,NA
282	cosine	312	103.987	282	0.746	282	4		motif_2,motif_52,motif_7,motif_78,NA
14	cosine	282	-2.014	14	0.7361	14	4	motif_2	motif_2,motif_52,motif_7,motif_78,NA
41	cosine	77	-28.033	41	0.9206	41	4	motif_2	motif_2,motif_52,motif_7,motif_78,NA
480	cosine	482	-15.997	480	0.7967	480	4		motif_2,motif_52,motif_7,motif_78,NA
255	cosine	482	103.991	255	0.709	255	4		motif_2,motif_52,motif_7,motif_78,NA
255	cosine	282	0.001	255	0.8631	255	4	motif_2	motif_2,motif_52,motif_7,motif_78,NA
255	cosine	312	103.989	255	0.7708	255	4		motif_2,motif_52,motif_7,motif_78,NA
281	cosine	393	87.996	281	0.7563	281	4	motif_52	motif_2,motif_52,motif_7,motif_78,NA
69	cosine	312	87.994	69	0.8029	69	4		motif_2,motif_52,motif_7,motif_78,NA
69	cosine	282	-15.994	69	0.8776	69	4	motif_2	motif_2,motif_52,motif_7,motif_78,NA
14	cosine	69	13.98	14	0.79	14	4	motif_2	motif_2,motif_52,motif_7,motif_78,NA
312	cosine	393	15.998	312	0.8583	312	4		motif_2,motif_52,motif_7,motif_78,NA
69	cosine	255	-15.995	69	0.8698	69	4	motif_2	motif_2,motif_52,motif_7,motif_78,NA
69	cosine	77	144.057	69	0.7959	69	4	motif_2	motif_2,motif_52,motif_7,motif_78,NA
272	cosine	393	103.992	272	0.8087	272	4	motif_52	motif_2,motif_52,motif_7,motif_78,NA
393	motif_52	494	68.135	393	0.7443	393	4	motif_52	motif_2,motif_52,motif_7,motif_78,NA
190	motif_52	393	28.03	190	0.7774	190	4	motif_52	motif_2,motif_52,motif_7,motif_78,NA
41	motif_2	69	-172.09	41	0.873	41	4	motif_2	motif_2,motif_52,motif_7,motif_78,NA
41	motif_2	216	120.241	41	0.7601	41	4	motif_2	motif_2,motif_52,motif_7,motif_78,NA
391	motif_52	393	-204.335	391	0.8244	391	4	motif_52	motif_2,motif_52,motif_7,motif_78,NA
312	motif_7	482	0.002	312	0.8054	312	4	motif_7	motif_2,motif_52,motif_7,motif_78,NA
19	motif_7	389	0	19	0.7216	19	4	motif_7	motif_2,motif_52,motif_7,motif_78,NA
41	motif_2	228	64.215	41	0.7575	41	4	motif_2	motif_2,motif_52,motif_7,motif_78,NA
69	motif_2	216	292.331	69	0.7361	69	4	motif_2	motif_2,motif_52,motif_7,motif_78,NA
41	motif_2	255	-188.085	41	0.8428	41	4	motif_2	motif_2,motif_52,motif_7,motif_78,NA
14	motif_2	41	186.07	14	0.7252	14	4	motif_2	motif_2,motif_52,motif_7,motif_78,NA
14	motif_2	255	-2.015	14	0.7644	14	4	motif_2	motif_2,motif_52,motif_7,motif_78,NA
272	motif_52	391	308.327	272	0.8162	272	4	motif_52	motif_2,motif_52,motif_7,motif_78,NA
77	motif_2	255	-160.052	77	0.7735	77	4	motif_2	motif_2,motif_52,motif_7,motif_78,NA
77	motif_2	282	-160.051	77	0.7381	77	4	motif_2	motif_2,motif_52,motif_7,motif_78,NA
41	motif_2	282	-188.084	41	0.8243	41	4	motif_2	motif_2,motif_52,motif_7,motif_78,NA
393	motif_78	480	0.001	393	0.7479	393	4	motif_78	motif_2,motif_52,motif_7,motif_78,NA
14	motif_2	282	-2.014	14	0.7361	14	4	motif_2	motif_2,motif_52,motif_7,motif_78,NA
41	motif_2	77	-28.033	41	0.9206	41	4	motif_2	motif_2,motif_52,motif_7,motif_78,NA
255	motif_2	282	0.001	255	0.8631	255	4	motif_2	motif_2,motif_52,motif_7,motif_78,NA
281	motif_52	393	87.996	281	0.7563	281	4	motif_52	motif_2,motif_52,motif_7,motif_78,NA
69	motif_2	282	-15.994	69	0.8776	69	4	motif_2	motif_2,motif_52,motif_7,motif_78,NA
14	motif_2	69	13.98	14	0.79	14	4	motif_2	motif_2,motif_52,motif_7,motif_78,NA
69	motif_2	255	-15.995	69	0.8698	69	4	motif_2	motif_2,motif_52,motif_7,motif_78,NA
69	motif_2	77	144.057	69	0.7959	69	4	motif_2	motif_2,motif_52,motif_7,motif_78,NA
272	motif_52	393	103.992	272	0.8087	272	4	motif_52	motif_2,motif_52,motif_7,motif_78,NA
110	cosine	470	178.048	110	0.794	110	5		NA
267	cosine	277	32.026	267	0.738	267	6	motif_52	motif_52,NA,NA,NA,NA
267	motif_52	277	32.026	267	0.738	267	6	motif_52	motif_52,NA,NA,NA,NA
117	cosine	354	-149.998	117	0.8957	117	7	motif_58	motif_58,motif_64,motif_79,NA,NA
355	cosine	372	-149.998	355	0.828	355	7	motif_58	motif_58,motif_64,motif_79,NA,NA
151	cosine	159	-14.016	151	0.8072	151	7	motif_58	motif_58,motif_64,motif_79,NA,NA
151	cosine	388	-2.014	151	0.7763	151	7	motif_58	motif_58,motif_64,motif_79,NA,NA
139	cosine	387	-10.994	139	0.8624	139	7	motif_58	motif_58,motif_64,motif_79,NA,NA
140	cosine	351	119.988	140	0.8777	140	7	motif_58	motif_58,motif_64,motif_79,NA,NA
34	cosine	353	15.004	34	0.7844	34	7		motif_58,motif_64,motif_79,NA,NA
140	cosine	387	-10.994	140	0.8626	140	7	motif_58	motif_58,motif_64,motif_79,NA,NA
159	cosine	372	14.013	159	0.808	159	7	motif_58	motif_58,motif_64,motif_79,NA,NA
34	cosine	141	-69.002	34	0.7237	34	7		motif_58,motif_64,motif_79,NA,NA
158	cosine	372	14.012	158	0.8301	158	7	motif_58	motif_58,motif_64,motif_79,NA,NA
350	cosine	354	-302.011	350	0.8896	350	7	motif_58	motif_58,motif_64,motif_79,NA,NA
39	cosine	353	14.025	39	0.8546	39	7	motif_58	motif_58,motif_64,motif_79,NA,NA
350	cosine	449	-0.005	350	0.903	350	7	motif_58,motif_64	motif_58,motif_64,motif_79,NA,NA
117	cosine	140	2.014	117	0.8853	117	7	motif_58	motif_58,motif_64,motif_79,NA,NA
159	cosine	352	149.997	159	0.8179	159	7	motif_58	motif_58,motif_64,motif_79,NA,NA
39	cosine	146	0	39	0.9137	39	7	motif_58	motif_58,motif_64,motif_79,NA,NA
354	cosine	440	149.997	354	0.8812	354	7	motif_58	motif_58,motif_64,motif_79,NA,NA
61	cosine	146	152.013	61	0.8315	61	7	motif_58	motif_58,motif_64,motif_79,NA,NA
140	cosine	146	302.01	140	0.9112	140	7	motif_58	motif_58,motif_64,motif_79,NA,NA
355	cosine	388	-152.01	355	0.7743	355	7	motif_58	motif_58,motif_64,motif_79,NA,NA
148	cosine	173	-30.011	148	0.9131	148	7	motif_79	motif_58,motif_64,motif_79,NA,NA
146	cosine	351	-182.022	146	0.8785	146	7	motif_58	motif_58,motif_64,motif_79,NA,NA
117	cosine	358	-30.013	117	0.8462	117	7	motif_58	motif_58,motif_64,motif_79,NA,NA
39	cosine	162	6.027	39	0.7942	39	7	motif_58	motif_58,motif_64,motif_79,NA,NA
170	cosine	448	0.001	170	0.7375	170	7		motif_58,motif_64,motif_79,NA,NA
356	cosine	373	-152.014	356	0.7355	356	7	motif_58	motif_58,motif_64,motif_79,NA,NA
147	cosine	148	35.963	147	0.8615	147	7	motif_79	motif_58,motif_64,motif_79,NA,NA
153	cosine	350	-30.068	153	0.861	153	7	motif_58	motif_58,motif_64,motif_79,NA,NA
151	cosine	351	287.995	151	0.8465	151	7	motif_58	motif_58,motif_64,motif_79,NA,NA
361	cosine	373	-91.012	361	0.7319	361	7	motif_64	motif_58,motif_64,motif_79,NA,NA
354	cosine	358	119.985	354	0.863	354	7	motif_58	motif_58,motif_64,motif_79,NA,NA
353	cosine	373	-92.02	353	0.7876	353	7	motif_58,motif_64	motif_58,motif_64,motif_79,NA,NA
162	cosine	382	75.001	162	0.7269	162	7	motif_58	motif_58,motif_64,motif_79,NA,NA
117	cosine	449	152.009	117	0.8126	117	7	motif_58,motif_64	motif_58,motif_64,motif_79,NA,NA
39	cosine	139	-302.01	39	0.8722	39	7	motif_58	motif_58,motif_64,motif_79,NA,NA
151	cosine	372	-0.003	151	0.8598	151	7	motif_58	motif_58,motif_64,motif_79,NA,NA
117	cosine	360	-182.021	117	0.8762	117	7	motif_58	motif_58,motif_64,motif_79,NA,NA
151	cosine	355	149.996	151	0.8344	151	7	motif_58	motif_58,motif_64,motif_79,NA,NA
61	cosine	354	-302.01	61	0.8668	61	7	motif_58	motif_58,motif_64,motif_79,NA,NA
34	cosine	196	-10.99	34	0.7483	34	7		motif_58,motif_64,motif_79,NA,NA
158	cosine	358	149.994	158	0.8551	158	7	motif_58	motif_58,motif_64,motif_79,NA,NA
372	cosine	388	-2.012	372	0.7626	372	7	motif_58	motif_58,motif_64,motif_79,NA,NA
34	cosine	170	90.002	34	0.7695	34	7		motif_58,motif_64,motif_79,NA,NA
351	cosine	449	30.006	351	0.8555	351	7	motif_58	motif_58,motif_64,motif_79,NA,NA
140	cosine	358	-32.027	140	0.9295	140	7	motif_58	motif_58,motif_64,motif_79,NA,NA
139	cosine	354	-152.013	139	0.9059	139	7	motif_58	motif_58,motif_64,motif_79,NA,NA
358	cosine	440	30.011	358	0.8478	358	7	motif_58	motif_58,motif_64,motif_79,NA,NA
39	cosine	358	-334.037	39	0.8472	39	7	motif_58	motif_58,motif_64,motif_79,NA,NA
150	cosine	153	-119.985	150	0.7627	150	7	motif_58	motif_58,motif_64,motif_79,NA,NA
61	cosine	350	0.001	61	0.8705	61	7	motif_58,motif_64	motif_58,motif_64,motif_79,NA,NA
440	cosine	449	152.01	440	0.8429	440	7	motif_58,motif_64	motif_58,motif_64,motif_79,NA,NA
150	cosine	367	-484.032	150	0.7594	150	7	motif_58	motif_58,motif_64,motif_79,NA,NA
365	cosine	368	-76.005	365	0.8216	365	7	motif_58	motif_58,motif_64,motif_79,NA,NA
140	cosine	354	-152.012	140	0.9043	140	7	motif_58	motif_58,motif_64,motif_79,NA,NA
61	cosine	449	-0.003	61	0.8526	61	7	motif_58,motif_64	motif_58,motif_64,motif_79,NA,NA
140	cosine	440	-2.015	140	0.907	140	7	motif_58	motif_58,motif_64,motif_79,NA,NA
361	cosine	365	-13.996	361	0.7137	361	7		motif_58,motif_64,motif_79,NA,NA
350	cosine	358	-182.026	350	0.8864	350	7	motif_58	motif_58,motif_64,motif_79,NA,NA
146	cosine	350	-152.011	146	0.8628	146	7	motif_58	motif_58,motif_64,motif_79,NA,NA
61	cosine	153	30.069	61	0.8187	61	7	motif_58	motif_58,motif_64,motif_79,NA,NA
146	cosine	440	-304.026	146	0.8479	146	7	motif_58	motif_58,motif_64,motif_79,NA,NA
139	cosine	351	119.988	139	0.8973	139	7	motif_58	motif_58,motif_64,motif_79,NA,NA
139	cosine	350	149.998	139	0.9278	139	7	motif_58	motif_58,motif_64,motif_79,NA,NA
360	cosine	440	182.02	360	0.8442	360	7	motif_58	motif_58,motif_64,motif_79,NA,NA
141	cosine	361	82.998	141	0.7425	141	7		motif_58,motif_64,motif_79,NA,NA
117	cosine	387	-8.979	117	0.8286	117	7	motif_58	motif_58,motif_64,motif_79,NA,NA
139	cosine	146	302.01	139	0.9342	139	7	motif_58	motif_58,motif_64,motif_79,NA,NA
117	cosine	139	2.015	117	0.8678	117	7	motif_58	motif_58,motif_64,motif_79,NA,NA
61	cosine	447	-224.035	61	0.8531	61	7	motif_58	motif_58,motif_64,motif_79,NA,NA
